date,Open,High,Low,Close,Volume
2018-01-02,139.66,139.95,138.72,139.23,6835739.0
2018-01-03,139.36,140.68,138.9,140.56,5241755.0
2018-01-04,140.45,141.14,140.22,140.55,4777518.0
2018-01-05,140.69,141.82,140.28,141.71,5900718.0
2018-01-08,141.7,142.0,140.92,141.89,4980217.0
2018-01-09,142.37,145.68,142.26,144.14,8888967.0
2018-01-10,143.55,144.16,143.32,143.97,6556440.0
2018-01-11,144.13,144.9,143.69,144.79,4909267.0
2018-01-12,144.99,146.42,144.9,145.76,5430284.0
2018-01-16,146.42,148.06,146.03,146.86,7864158.0
2018-01-17,147.84,148.32,145.48,146.98,10612314.0
2018-01-18,146.93,147.44,145.97,146.92,5219314.0
2018-01-19,147.46,147.65,146.42,147.36,8704553.0
2018-01-22,147.01,148.14,146.72,148.14,6505696.0
2018-01-23,146.96,147.44,141.62,141.83,16897226.0
2018-01-24,143.5,143.56,141.8,142.07,12373680.0
2018-01-25,142.31,144.66,142.21,144.4,7542612.0
2018-01-26,144.5,145.6,144.13,145.33,6979094.0
2018-01-29,144.85,144.94,143.53,143.68,7766129.0
2018-01-30,143.4,143.82,142.43,142.43,8178194.0
2018-01-31,142.57,142.57,138.1,138.19,13022358.0
2018-02-01,137.53,140.67,137.0,140.02,9372485.0
2018-02-02,139.02,140.36,137.38,137.68,9197500.0
2018-02-05,136.58,137.0,122.15,130.39,19475494.0
2018-02-06,130.01,132.99,128.0,131.83,19102631.0
2018-02-07,131.89,133.43,131.35,131.42,10436291.0
2018-02-08,130.91,131.25,126.11,126.36,11617736.0
2018-02-09,127.52,130.92,125.44,129.53,14917886.0
2018-02-12,130.0,131.32,127.68,130.27,9874716.0
2018-02-13,129.21,130.6,128.7,129.96,6329022.0
2018-02-14,129.44,130.01,128.39,129.67,6237364.0
2018-02-15,130.1,131.28,129.4,131.23,5591782.0
2018-02-16,130.96,134.45,130.84,133.15,7917284.0
2018-02-20,132.87,133.45,130.66,130.87,6508157.0
2018-02-21,130.8,132.43,129.86,129.91,6254076.0
2018-02-22,130.1,131.02,129.48,129.91,5719462.0
2018-02-23,130.09,132.08,130.02,132.02,4995038.0
2018-02-26,131.71,133.41,131.0,132.07,6648513.0
2018-02-27,132.21,133.09,131.6,131.67,7072577.0
2018-02-28,131.95,132.33,129.87,129.88,7898371.0
2018-03-01,129.11,130.12,126.52,127.28,9424007.0
2018-03-02,126.91,129.11,126.91,128.82,6910426.0
2018-03-05,128.63,130.3,128.18,129.79,5799799.0
2018-03-06,130.0,130.2,127.92,128.22,5546530.0
2018-03-07,127.48,129.33,127.27,129.04,6391661.0
2018-03-08,129.33,132.3,129.33,132.06,6293127.0
2018-03-09,132.51,133.82,131.56,133.8,6899702.0
2018-03-12,133.8,134.23,132.32,132.63,4885880.0
2018-03-13,133.8,135.39,133.45,134.35,9093637.0
2018-03-14,135.24,135.7,131.9,132.32,6309618.0
2018-03-15,132.55,134.24,132.47,133.06,4940860.0
2018-03-16,133.16,134.4,132.1,133.68,13809970.0
2018-03-19,133.35,133.47,129.36,130.24,5826044.0
2018-03-20,130.78,131.78,129.38,131.21,5858987.0
2018-03-21,131.4,132.78,130.66,131.19,5128176.0
2018-03-22,130.47,130.68,127.1,127.38,7532800.0
2018-03-23,127.63,127.8,124.9,125.1,8286607.0
2018-03-26,126.41,127.54,125.21,127.39,8282774.0
2018-03-27,127.11,129.1,126.39,127.21,7663114.0
2018-03-28,127.63,129.02,127.21,127.45,6868531.0
2018-03-29,127.97,128.76,126.82,128.15,6119424.0
2018-04-02,127.82,127.88,123.54,124.56,8916907.0
2018-04-03,125.18,128.49,124.68,128.35,8034954.0
2018-04-04,126.9,131.12,126.39,130.41,7717054.0
2018-04-05,130.41,131.2,129.5,130.71,5621686.0
2018-04-06,130.22,130.64,126.41,128.1,6399310.0
2018-04-09,128.65,131.14,127.68,129.48,6395848.0
2018-04-10,130.25,130.91,129.29,130.25,6069549.0
2018-04-11,129.14,130.35,129.03,129.63,4575422.0
2018-04-12,130.09,131.31,129.86,130.43,4559776.0
2018-04-13,131.09,131.42,129.63,130.62,4742250.0
2018-04-16,131.41,132.88,131.28,131.76,6379562.0
2018-04-17,132.11,132.2,128.81,130.54,11008695.0
2018-04-18,129.69,129.9,126.94,127.72,9383604.0
2018-04-19,127.63,128.27,126.89,127.55,5959525.0
2018-04-20,128.0,128.3,126.17,126.66,7743916.0
2018-04-23,126.88,127.3,125.78,126.83,7501870.0
2018-04-24,126.94,127.46,125.31,126.19,6577490.0
2018-04-25,125.91,126.85,125.28,126.76,5842088.0
2018-04-26,126.62,129.22,126.62,128.01,8211074.0
2018-04-27,127.73,128.79,127.5,128.27,4266797.0
2018-04-30,128.86,128.98,126.49,126.49,8219410.0
2018-05-01,126.32,126.64,124.97,126.01,5122550.0
2018-05-02,125.52,126.18,123.2,123.5,7390805.0
2018-05-03,123.3,123.69,121.28,123.03,7282886.0
2018-05-04,122.6,124.51,121.8,124.19,6127629.0
2018-05-07,124.14,125.24,123.32,123.59,6707913.0
2018-05-08,122.86,123.49,121.69,122.61,5951815.0
2018-05-09,122.99,124.05,122.53,123.51,6808562.0
2018-05-10,124.22,126.05,124.0,125.35,4948013.0
2018-05-11,125.77,127.6,125.76,127.24,5716654.0
2018-05-14,127.35,127.61,125.6,126.06,6101637.0
2018-05-15,125.54,125.83,124.4,125.13,5875704.0
2018-05-16,125.44,125.9,125.0,125.35,3818114.0
2018-05-17,125.49,125.59,123.55,123.85,6473359.0
2018-05-18,123.78,124.44,123.28,124.24,5433919.0
2018-05-21,124.62,124.99,123.32,123.72,5558662.0
2018-05-22,123.8,124.24,122.76,122.91,7172652.0
2018-05-23,122.87,123.97,122.74,123.45,4940832.0
2018-05-24,123.22,123.39,121.55,122.25,6923611.0
2018-05-25,121.56,122.8,121.13,121.47,4594795.0
2018-05-29,120.5,120.8,118.62,119.4,9821920.0
2018-05-30,120.12,121.58,119.54,120.97,6423721.0
2018-05-31,120.92,121.25,119.54,119.62,10337475.0
2018-06-01,120.38,121.32,119.97,121.26,5741030.0
2018-06-04,121.85,122.37,121.02,121.95,4853030.0
2018-06-05,122.05,122.56,120.9,121.48,5125356.0
2018-06-06,121.97,122.79,121.46,122.79,6799291.0
2018-06-07,123.0,123.49,122.27,123.33,7414082.0
2018-06-08,123.36,124.85,123.33,124.06,6208077.0
2018-06-11,124.27,124.34,122.55,122.66,5571389.0
2018-06-12,123.16,123.18,121.95,122.54,5227303.0
2018-06-13,123.15,124.09,122.46,122.63,5836904.0
2018-06-14,122.71,123.15,122.09,122.41,5239195.0
2018-06-15,122.1,122.73,121.24,122.61,13173510.0
2018-06-18,121.61,121.81,120.25,121.32,6787408.0
2018-06-19,120.66,123.17,120.57,122.57,8572409.0
2018-06-20,122.42,122.66,121.66,122.04,6277185.0
2018-06-21,121.83,122.24,121.11,121.45,4417154.0
